location_key,county,city,zip_code,state,fips_code,latitude,longitude
1,Albany,Guilderland,12203.0,NY,36001.0,42.695289,-73.886288
2,Albany,Delmar,12054.0,NY,36001.0,42.619487,-73.810599
3,Albany,Colonie,12211.0,NY,36001.0,42.707775,-73.788589
4,Albany,Latham,12110.0,NY,36001.0,42.731367,-73.750762
5,Albany,New Scotland,12067.0,NY,36001.0,42.539503,-73.94077
6,Albany,Albany,12203.0,NY,36001.0,42.671912,-73.797728
7,Albany,Loudonville,12211.0,NY,36001.0,42.702606,-73.7454
8,Albany,Colonie,12205.0,NY,36001.0,42.692601,-73.807649
9,Albany,Albany,12209.0,NY,36001.0,42.648685,-73.801262
10,Albany,Voorheesville,12186.0,NY,36001.0,42.672143,-73.915077
11,Albany,Slingerlands,12159.0,NY,36001.0,42.663842,-73.832597
12,Albany,Selkirk,12158.0,NY,36001.0,42.544483,-73.772995
13,Albany,Albany,12205.0,NY,36001.0,42.696123,-73.784506
14,Albany,Albany,12208.0,NY,36001.0,42.659883,-73.805727
15,Albany,Guilderland,12084.0,NY,36001.0,42.71206,-73.904899
16,Albany,East Berne,12059.0,NY,36001.0,42.583616,-74.082159
17,Albany,Westerlo,12193.0,NY,36001.0,42.491381,-74.027427
18,Albany,Altamont,12009.0,NY,36001.0,42.668827,-74.071076
19,Albany,Cohoes,12047.0,NY,36001.0,42.769301,-73.74174
20,Albany,Colonie,12047.0,NY,36001.0,42.769301,-73.74174
21,Albany,Schenectady,12303.0,NY,36001.0,42.737735,-73.934106
22,Albany,New Scotland,12159.0,NY,36001.0,42.648531,-73.905969
23,Albany,Ravena,12143.0,NY,36001.0,42.481794,-73.848812
24,Albany,Coeymans Hollow,12046.0,NY,36001.0,42.468742,-73.885106
25,Albany,Glenmont,12077.0,NY,36001.0,42.600709,-73.779312
26,Albany,Greenville,12083.0,NY,36001.0,42.44584,-74.032339
27,Albany,Preston Hollow,12469.0,NY,36001.0,42.411265,-74.251593
28,Albany,Menands,12204.0,NY,36001.0,42.699894,-73.722304
29,Albany,Delanson,12053.0,NY,36001.0,42.726438,-74.11586
30,Albany,Schenectady,12309.0,NY,36001.0,42.767123,-73.856065
31,Albany,Colonie,12110.0,NY,36001.0,42.749775,-73.75139
32,Albany,Watervliet,12189.0,NY,36001.0,42.734072,-73.713479
33,Albany,Albany,12210.0,NY,36001.0,42.657948,-73.762421
34,Albany,Bethlehem,12054.0,NY,36001.0,42.624528,-73.836151
35,Albany,Green Island,12183.0,NY,36001.0,42.74754,-73.692271
36,Albany,Colonie,12309.0,NY,36001.0,42.760221,-73.853458
37,Albany,Middleburgh,12122.0,NY,36001.0,42.520991,-74.21344
38,Albany,Berne,12023.0,NY,36001.0,42.551484,-74.084269
39,Albany,Guilderland,12009.0,NY,36001.0,42.708052,-73.928224
40,Albany,Albany,12204.0,NY,36001.0,42.675423,-73.743271
41,Albany,Rensselaerville,12147.0,NY,36001.0,42.520883,-74.138533
42,Albany,Albany,12202.0,NY,36001.0,42.625825,-73.77259
43,Albany,South Bethlehem,12161.0,NY,36001.0,42.533817,-73.845106
44,Albany,Feura Bush,12067.0,NY,36001.0,42.553907,-73.915799
45,Albany,Albany,12206.0,NY,36001.0,42.660441,-73.769286
46,Albany,Schenectady,12306.0,NY,36001.0,42.754357,-73.956762
47,Albany,Niskayuna,12309.0,NY,36001.0,42.751285,-73.842342
48,Albany,Guilderland,12303.0,NY,36001.0,42.758203,-73.937996
49,Albany,Colonie,12204.0,NY,36001.0,42.697476,-73.730972
50,Albany,Medusa,12120.0,NY,36001.0,42.433216,-74.142853
51,Albany,Greenville,12193.0,NY,36001.0,42.449359,-73.984676
52,Albany,Colonie,12304.0,NY,36001.0,42.759136,-73.887853
53,Albany,Knox,12023.0,NY,36001.0,42.657479,-74.119411
54,Albany,Albany,12211.0,NY,36001.0,42.715214,-73.731194
55,Albany,Coeymans,12143.0,NY,36001.0,42.497405,-73.870274
56,Albany,Schenectady,12304.0,NY,36001.0,42.760978,-73.894175
57,Albany,Knox,12009.0,NY,36001.0,,
58,Albany,Coeymans,12045.0,NY,36001.0,,
59,Albany,Bethlehem,12159.0,NY,36001.0,42.659788,-73.832847
60,Albany,Conesville,12469.0,NY,36001.0,42.408332,-74.253313
61,Albany,Call Listing Agent,12143.0,NY,36001.0,42.474321,-73.813136
62,Albany,Call Listing Agent,12206.0,NY,36001.0,42.669567,-73.771011
63,Albany,Albany,12207.0,NY,36001.0,42.651927,-73.75021
64,Albany,Guilderland,12186.0,NY,36001.0,42.664345,-73.94371
65,Albany,Clarksville,12041.0,NY,36001.0,42.575443,-73.969284
66,Albany,Colonie,12189.0,NY,36001.0,42.708273,-73.713874
67,Albany,Selkirk,12205.0,NY,36001.0,42.549708,-73.766689
68,Albany,Call Listing Agent,12045.0,NY,36001.0,,
69,Albany,Guilderland,12159.0,NY,36001.0,42.67255,-73.879082
70,Allegany,Angelica,14709.0,NY,36003.0,42.305875,-78.020739
71,Allegany,Wellsville,14895.0,NY,36003.0,42.133549,-77.953329
72,Allegany,Alfred Station,14803.0,NY,36003.0,42.275624,-77.774599
73,Allegany,Cuba,14727.0,NY,36003.0,42.299496,-78.294852
74,Allegany,Swain,14884.0,NY,36003.0,42.474761,-77.911204
75,Allegany,Bolivar,14715.0,NY,36003.0,42.094927,-78.157278
76,Allegany,Arkport,14807.0,NY,36003.0,42.389319,-77.77285
77,Allegany,Belmont,14813.0,NY,36003.0,42.255688,-77.883296
78,Allegany,Little Genesee,14754.0,NY,36003.0,42.0227,-78.210932
79,Allegany,Belfast,14711.0,NY,36003.0,42.296961,-78.153696
80,Allegany,Rushford,14777.0,NY,36003.0,42.362604,-78.203968
81,Allegany,Caneadea,14744.0,NY,36003.0,42.428074,-78.153693
82,Allegany,Dansville,14437.0,NY,36003.0,42.464274,-77.740852
83,Allegany,Portville,14770.0,NY,36003.0,42.036784,-78.28998
84,Allegany,Alfred,14802.0,NY,36003.0,42.248168,-77.785752
85,Allegany,Andover,14806.0,NY,36003.0,42.130193,-77.74701
86,Allegany,Caneadea,14717.0,NY,36003.0,42.316704,-78.24412
87,Allegany,Scio,14880.0,NY,36003.0,42.14678,-78.028553
88,Allegany,Friendship,14739.0,NY,36003.0,42.177181,-78.127739
89,Allegany,Whitesville,14897.0,NY,36003.0,42.038517,-77.763971
90,Allegany,Canaseraga,14822.0,NY,36003.0,42.463875,-77.778566
91,Allegany,Fillmore,14735.0,NY,36003.0,42.434386,-78.126705
92,Allegany,Richburg,14715.0,NY,36003.0,42.066487,-78.167324
93,Allegany,Almond,14804.0,NY,36003.0,42.317954,-77.739874
94,Allegany,Almond,14006.0,NY,36003.0,42.351861,-77.848291
95,Allegany,Richburg,14774.0,NY,36003.0,42.087744,-78.154406
96,Allegany,Farmersville Station,14060.0,NY,36003.0,42.457232,-78.272984
97,Allegany,Hunt,14846.0,NY,36003.0,42.503698,-77.991336
98,Allegany,Centerville,14029.0,NY,36003.0,42.481832,-78.248648
99,Allegany,Whitesville,14709.0,NY,36003.0,42.037556,-77.767612
100,Allegany,Rushford,14060.0,NY,36003.0,42.404969,-78.299261
101,Allegany,Houghton,14744.0,NY,36003.0,42.432959,-78.162354
102,Allegany,Ceres,14721.0,NY,36003.0,42.031445,-78.270071
103,Allegany,Cuba,14714.0,NY,36003.0,42.28908,-78.228118
104,Allegany,Alma,14708.0,NY,36003.0,42.0203,-78.055402
105,Allegany,Black Creek,14714.0,NY,36003.0,42.265996,-78.211667
106,Bronx,Bronx,10470.0,NY,36005.0,40.904203,-73.849256
107,Bronx,Bronx,10469.0,NY,36005.0,40.862121,-73.846051
108,Bronx,Bronx,10464.0,NY,36005.0,40.847918,-73.789161
109,Bronx,Bronx,10465.0,NY,36005.0,40.820241,-73.80708
110,Bronx,Bronx,10466.0,NY,36005.0,40.892101,-73.856209
111,Bronx,New York,10464.0,NY,36005.0,40.838882,-73.784421
112,Bronx,Bronx,10461.0,NY,36005.0,40.84654,-73.852126
113,Bronx,Bronx,10463.0,NY,36005.0,40.878449,-73.918581
114,Bronx,Bronx,10473.0,NY,36005.0,40.808686,-73.850561
115,Bronx,Bronx,10471.0,NY,36005.0,40.901927,-73.903552
116,Bronx,Bronx,10458.0,NY,36005.0,40.874985,-73.88591
117,Bronx,Bronx,10467.0,NY,36005.0,40.857795,-73.870676
118,Bronx,Bronx,10468.0,NY,36005.0,40.864281,-73.908379
119,Bronx,Bronx,10452.0,NY,36005.0,40.836823,-73.924622
120,Bronx,Bronx,10462.0,NY,36005.0,40.855299,-73.869378
121,Bronx,Bronx,10453.0,NY,36005.0,40.848717,-73.916542
122,Bronx,Bronx,10472.0,NY,36005.0,40.835254,-73.86953
123,Bronx,Bronx,10459.0,NY,36005.0,40.821437,-73.901718
124,Bronx,Bronx,10460.0,NY,36005.0,40.842542,-73.868345
125,Bronx,Bronx,10454.0,NY,36005.0,40.806949,-73.91093
126,Bronx,Bronx,10451.0,NY,36005.0,40.826126,-73.922768
127,Bronx,Bronx,10475.0,NY,36005.0,40.88042,-73.836118
128,Bronx,Bronx,10457.0,NY,36005.0,40.849518,-73.89685
129,Bronx,Bronx,10474.0,NY,36005.0,40.81281,-73.886337
130,Bronx,Bronx,10455.0,NY,36005.0,40.814699,-73.89956
131,Bronx,Bronx,10456.0,NY,36005.0,40.82935,-73.90004
132,Bronx,New York,10461.0,NY,36005.0,40.855616,-73.853613
133,Bronx,Ny,10459.0,NY,36005.0,40.832413,-73.894422
134,Bronx,B,10467.0,NY,36005.0,40.878441,-73.859818
135,Broome,Binghamton,13903.0,NY,36007.0,42.092422,-75.833602
136,Broome,Binghamton,13901.0,NY,36007.0,42.168588,-75.860117
137,Broome,Binghamton,13905.0,NY,36007.0,42.147157,-75.911432
138,Broome,Endicott,13760.0,NY,36007.0,42.104591,-76.068713
139,Broome,Johnson City,13790.0,NY,36007.0,42.145125,-75.953813
140,Broome,Endwell,13760.0,NY,36007.0,42.147984,-76.035158
141,Broome,Binghamton,13904.0,NY,36007.0,42.10541,-75.87013
142,Broome,Chenango Forks,13746.0,NY,36007.0,42.241844,-75.818891
143,Broome,Vestal,13850.0,NY,36007.0,42.094395,-76.028725
144,Broome,Windsor,13865.0,NY,36007.0,42.060745,-75.551302
145,Broome,Deposit,13754.0,NY,36007.0,42.116425,-75.488045
146,Broome,Kirkwood,13904.0,NY,36007.0,42.124864,-75.789584
147,Broome,Whitney Point,13862.0,NY,36007.0,42.332157,-75.965034
148,Broome,Harpursville,13787.0,NY,36007.0,42.168619,-75.665511
149,Broome,Lisle,13797.0,NY,36007.0,42.348869,-76.00072
150,Broome,Kirkwood,13795.0,NY,36007.0,42.094156,-75.809406
151,Broome,Port Crane,13833.0,NY,36007.0,42.160766,-75.764055
152,Broome,Maine,13802.0,NY,36007.0,42.288835,-76.031387
153,Broome,Castle Creek,13744.0,NY,36007.0,42.241349,-75.867468
154,Broome,Newark Valley,13811.0,NY,36007.0,42.253758,-76.085542
155,Broome,Conklin,13748.0,NY,36007.0,42.061737,-75.846561
156,Broome,Glen Aubrey,13777.0,NY,36007.0,42.205141,-76.043342
157,Broome,Chenango Forks,13901.0,NY,36007.0,42.183313,-75.86214
158,Broome,Nineveh,13813.0,NY,36007.0,42.194044,-75.522882
159,Broome,Colesville,13833.0,NY,36007.0,42.159882,-75.763905
160,Broome,Whitney Point,14012.0,NY,36007.0,42.321265,-75.958977
161,Broome,Afton,13730.0,NY,36007.0,42.191951,-75.428034
162,Broome,Dickinson,13905.0,NY,36007.0,42.12149,-75.939882
163,Broome,Port Dickinson,13901.0,NY,36007.0,42.132248,-75.894705
164,Broome,Berkshire,13736.0,NY,36007.0,42.256106,-76.081093
165,Broome,Chenango Bridge,13901.0,NY,36007.0,42.183313,-75.86214
166,Broome,Hancock,13783.0,NY,36007.0,42.004128,-75.374847
167,Broome,Deposit,13745.0,NY,36007.0,42.058521,-75.468491
168,Cattaraugus,Salamanca,14779.0,NY,36009.0,42.153963,-78.716495
169,Cattaraugus,Allegany,14706.0,NY,36009.0,42.146027,-78.503995
170,Cattaraugus,Franklinville,14737.0,NY,36009.0,42.288547,-78.448015
171,Cattaraugus,Olean,14760.0,NY,36009.0,42.08025,-78.4084
172,Cattaraugus,East Otto,14729.0,NY,36009.0,42.36553,-78.706713
173,Cattaraugus,Randolph,14772.0,NY,36009.0,42.169726,-78.951039
174,Cattaraugus,Cattaraugus,14719.0,NY,36009.0,42.420156,-78.857849
175,Cattaraugus,Ellicottville,14731.0,NY,36009.0,42.30237,-78.666078
176,Cattaraugus,Cuba,14727.0,NY,36009.0,42.212092,-78.33042
177,Cattaraugus,Little Valley,14755.0,NY,36009.0,42.245328,-78.76547
178,Cattaraugus,Delevan,14042.0,NY,36009.0,42.496667,-78.484808
179,Cattaraugus,Hinsdale,14743.0,NY,36009.0,42.17958,-78.381282
180,Cattaraugus,Portville,14770.0,NY,36009.0,42.076682,-78.332411
181,Cattaraugus,Limestone,14753.0,NY,36009.0,42.027455,-78.626507
182,Cattaraugus,Arcade,14009.0,NY,36009.0,42.531603,-78.468781
183,Cattaraugus,Leon,14726.0,NY,36009.0,42.298293,-79.015802
184,Cattaraugus,West Valley,14171.0,NY,36009.0,42.436426,-78.676853
185,Cattaraugus,Great Valley,14741.0,NY,36009.0,42.209241,-78.636879
186,Cattaraugus,Freedom,14065.0,NY,36009.0,42.484549,-78.383116
187,Cattaraugus,Gowanda,14070.0,NY,36009.0,42.420588,-78.975024
188,Cattaraugus,Perrysburg,14129.0,NY,36009.0,42.461584,-79.00277
189,Cattaraugus,Otto,14719.0,NY,36009.0,42.352552,-78.831483
190,Cattaraugus,Frewsburg,14738.0,NY,36009.0,42.040266,-79.029014
191,Cattaraugus,Machias,14101.0,NY,36009.0,42.420077,-78.495183
192,Cattaraugus,Conewango Valley,14726.0,NY,36009.0,42.222928,-79.009594
193,Cattaraugus,South Dayton,14138.0,NY,36009.0,42.359385,-79.052097
194,Cattaraugus,Farmersville Station,14737.0,NY,36009.0,42.359742,-78.449072
195,Cattaraugus,Ellicottville,14741.0,NY,36009.0,42.25133,-78.648287
196,Cattaraugus,Springville,14141.0,NY,36009.0,42.46113,-78.684732
197,Cattaraugus,Great Valley,14748.0,NY,36009.0,42.120274,-78.636185
198,Cattaraugus,Dayton,14138.0,NY,36009.0,42.359414,-79.007414
199,Cattaraugus,Yorkshire,14042.0,NY,36009.0,42.445576,-78.549408
200,Cayuga,Auburn,13021.0,NY,36011.0,42.936193,-76.562005
201,Cayuga,Moravia,13118.0,NY,36011.0,42.713829,-76.426805
202,Cayuga,Sterling,13156.0,NY,36011.0,43.346926,-76.623008
203,Cayuga,Cato,13033.0,NY,36011.0,43.192766,-76.526744
204,Cayuga,Union Springs,13160.0,NY,36011.0,42.820806,-76.708896
205,Cayuga,Aurora,13026.0,NY,36011.0,42.760216,-76.621361
206,Cayuga,Jordan,13080.0,NY,36011.0,43.112336,-76.494863
207,Cayuga,Montezuma,13140.0,NY,36011.0,42.988618,-76.683808
208,Cayuga,Weedsport,13166.0,NY,36011.0,43.034493,-76.584337
209,Cayuga,Cayuga,13034.0,NY,36011.0,42.953582,-76.692055
210,Cayuga,Red Creek,13143.0,NY,36011.0,43.154335,-76.690415
211,Cayuga,Genoa,13071.0,NY,36011.0,42.666145,-76.547242
212,Cayuga,Port Byron,13140.0,NY,36011.0,43.035129,-76.629745
213,Cayuga,Locke,13092.0,NY,36011.0,42.65626,-76.384128
214,Cayuga,Auburn,13140.0,NY,36011.0,43.036221,-76.631706
215,Cayuga,Skaneateles,13152.0,NY,36011.0,42.82648,-76.371581
216,Cayuga,Martville,13111.0,NY,36011.0,43.269338,-76.606692
217,Cayuga,Cortland,13045.0,NY,36011.0,42.65868,-76.297512
218,Cayuga,King Ferry,13081.0,NY,36011.0,42.690043,-76.670562
219,Cayuga,Oswego,13126.0,NY,36011.0,43.401428,-76.626937
220,Cayuga,Groton,13073.0,NY,36011.0,42.620038,-76.41693
221,Cayuga,Scipio Center,13147.0,NY,36011.0,42.817601,-76.524865
222,Cayuga,Homer,13077.0,NY,36011.0,42.795571,-76.296132
223,Cayuga,Auburn,13147.0,NY,36011.0,42.817922,-76.531004
224,Cayuga,Fair Haven,13064.0,NY,36011.0,,
225,Chautauqua,Jamestown,14701.0,NY,36013.0,42.094447,-79.26171
226,Chautauqua,Westfield,14787.0,NY,36013.0,42.33134,-79.609161
227,Chautauqua,Mayville,14757.0,NY,36013.0,42.221966,-79.486112
228,Chautauqua,Lakewood,14750.0,NY,36013.0,42.099396,-79.322424
229,Chautauqua,Bemus Point,14712.0,NY,36013.0,42.154308,-79.386804
230,Chautauqua,Chautauqua,14722.0,NY,36013.0,42.20926,-79.467444
231,Chautauqua,Dunkirk,14048.0,NY,36013.0,42.501298,-79.304271
232,Chautauqua,Silver Creek,14136.0,NY,36013.0,42.539528,-79.209131
233,Chautauqua,Ashville,14710.0,NY,36013.0,42.036674,-79.369146
234,Chautauqua,Ellington,14732.0,NY,,,
235,Chautauqua,Frewsburg,14738.0,NY,36013.0,42.041453,-79.134723
236,Chautauqua,Fredonia,14063.0,NY,36013.0,42.445569,-79.347275
237,Chautauqua,Brocton,14716.0,NY,36013.0,42.376299,-79.43163
238,Chautauqua,Dewittville,14728.0,NY,36013.0,42.246639,-79.463058
239,Chautauqua,South Dayton,14138.0,NY,36013.0,42.390515,-79.080859
240,Chautauqua,Findley Lake,14736.0,NY,36013.0,42.09286,-79.716401
241,Chautauqua,Cassadaga,14718.0,NY,36013.0,42.345084,-79.311634
242,Chautauqua,Falconer,14733.0,NY,36013.0,42.120668,-79.20627
243,Chautauqua,Forestville,14062.0,NY,36013.0,42.457704,-79.073266
244,Chautauqua,Clymer,14724.0,NY,36013.0,42.028155,-79.74369
245,Chautauqua,Portland,14769.0,NY,36013.0,42.378184,-79.46807
246,Chautauqua,Stockton,14784.0,NY,36013.0,42.324346,-79.410289
247,Chautauqua,Greenhurst,14742.0,NY,36013.0,42.119019,-79.310095
248,Chautauqua,Kennedy,14747.0,NY,36013.0,42.105874,-79.094852
249,Chautauqua,Sherman,14781.0,NY,36013.0,42.158344,-79.501459
250,Chautauqua,Celoron,14720.0,NY,36013.0,42.106941,-79.282047
251,Chautauqua,Sinclairville,14782.0,NY,36013.0,42.252152,-79.266907
252,Chautauqua,Cherry Creek,14723.0,NY,36013.0,42.293782,-79.099285
253,Chautauqua,Ripley,14775.0,NY,36013.0,42.249324,-79.672773
254,Chautauqua,Findley Lake,14781.0,NY,36013.0,42.122366,-79.732707
255,Chautauqua,Accord,14712.0,NY,36013.0,42.206888,-79.39743
256,Chautauqua,Gerry,14740.0,NY,36013.0,42.236607,-79.207674
257,Chautauqua,Panama,14767.0,NY,36013.0,42.014696,-79.464615
258,Chautauqua,Irving,14081.0,NY,36013.0,42.562964,-79.136844
259,Chautauqua,Stow,14785.0,NY,36013.0,42.154845,-79.404906
260,Chautauqua,Ellington,14747.0,NY,36013.0,42.207974,-79.103312
261,Chautauqua,Conewango Valley,14726.0,NY,36013.0,42.255624,-79.066258
262,Chautauqua,Jamestown,14647.0,NY,36013.0,,
263,Chautauqua,Ellington,14740.0,NY,36013.0,42.212028,-79.171451
264,Chautauqua,Cassadaga,14782.0,NY,36013.0,42.260851,-79.190325
265,Chemung,Chemung,14901.0,NY,36015.0,42.023241,-76.677585
266,Chemung,Horseheads,14845.0,NY,36015.0,42.167373,-76.833822
267,Chemung,Horseheads,14864.0,NY,36015.0,42.293041,-76.812233
268,Chemung,Pine City,14871.0,NY,36015.0,42.040662,-76.865509
269,Chemung,Elmira,14904.0,NY,36015.0,42.075155,-76.806595
270,Chemung,Elmira,14903.0,NY,36015.0,42.110092,-76.883934
271,Chemung,Elmira,14901.0,NY,36015.0,42.103907,-76.816345
272,Chemung,Baldwin,14861.0,NY,36015.0,42.099817,-76.692897
273,Chemung,Elmira,14905.0,NY,36015.0,42.091287,-76.825248
274,Chemung,Big Flats,14814.0,NY,36015.0,42.15016,-76.943349
275,Chemung,Horseheads,14814.0,NY,36015.0,42.134878,-76.942182
276,Chemung,Millport,14864.0,NY,36015.0,42.231142,-76.845009
277,Chemung,Erin,14838.0,NY,36015.0,42.209694,-76.694616
278,Chemung,Cayuta,14824.0,NY,36015.0,42.27514,-76.740187
279,Chemung,Van Etten,14889.0,NY,36015.0,,
280,Chemung,Beaver Dams,14812.0,NY,36015.0,42.256626,-76.957865
281,Chemung,Pine Valley,14872.0,NY,36015.0,42.255167,-76.869763
282,Chemung,Chemung,14825.0,NY,36015.0,42.052697,-76.596247
283,Chemung,Wellsburg,14894.0,NY,36015.0,42.007141,-76.788307
284,Chemung,Lockwood,14859.0,NY,36015.0,42.115452,-76.589601
285,Chemung,Lowman,14861.0,NY,36015.0,42.084644,-76.715295
286,Chemung,Breesport,14816.0,NY,36015.0,42.172367,-76.737657
287,Chemung,Waverly,14892.0,NY,36015.0,42.049143,-76.558513
288,Chemung,Pine Valley,14869.0,NY,36015.0,,
289,Chemung,Corning,14830.0,NY,36015.0,42.075481,-76.952419
290,Chemung,Erin,14816.0,NY,36015.0,42.205232,-76.71764
291,Chemung,Ashland,14901.0,NY,36015.0,42.036247,-76.748985
292,Chemung,Elmira,14902.0,NY,36015.0,,
293,Chemung,Beaver Dams,14902.0,NY,36015.0,42.256453,-76.951257
294,Chemung,Lowman,14825.0,NY,36015.0,42.088115,-76.639376
295,Chemung,Horseheads,14903.0,NY,36015.0,42.133632,-76.849566
296,Chenango,Norwich,13815.0,NY,36017.0,42.578441,-75.518997
297,Chenango,Greene,13778.0,NY,36017.0,42.370722,-75.701461
298,Chenango,Bainbridge,13733.0,NY,36017.0,42.348006,-75.487135
299,Chenango,Call Listing Agent,13730.0,NY,36017.0,42.242813,-75.524645
300,Chenango,Oxford,13830.0,NY,36017.0,42.448192,-75.547697
301,Chenango,New Berlin,13411.0,NY,36017.0,42.635052,-75.389595
302,Chenango,South New Berlin,13843.0,NY,36017.0,42.558487,-75.370465
303,Chenango,McDonough,13801.0,NY,36017.0,42.42961,-75.780874
304,Chenango,Smithville Flats,13841.0,NY,36017.0,42.397076,-75.845846
305,Chenango,Guilford,13780.0,NY,36017.0,42.419889,-75.513415
306,Chenango,Harpursville,13730.0,NY,36017.0,42.224763,-75.623653
307,Chenango,Sherburne,13460.0,NY,36017.0,42.700793,-75.51504
308,Chenango,Afton,13730.0,NY,36017.0,42.239133,-75.526731
309,Chenango,Chenango Forks,13746.0,NY,36017.0,42.261659,-75.74684
310,Chenango,Otselic,13072.0,NY,36017.0,42.663381,-75.793233
311,Chenango,DeRuyter,13052.0,NY,36017.0,42.691618,-75.869971
312,Chenango,Coventry,13730.0,NY,36017.0,42.292367,-75.601381
313,Chenango,Georgetown,13832.0,NY,36017.0,,
314,Chenango,Greene,13746.0,NY,36017.0,42.258183,-75.766271
315,Chenango,Harpursville,13787.0,NY,36017.0,42.250658,-75.617356
316,Chenango,German Flatts,13040.0,NY,36017.0,42.5067,-75.845464
317,Chenango,Nineveh,13813.0,NY,36017.0,42.199762,-75.588964
318,Chenango,New Berlin,13843.0,NY,36017.0,42.553416,-75.378035
319,Chenango,Mount Upton,13809.0,NY,36017.0,42.415724,-75.378569
320,Chenango,Smyrna,13464.0,NY,36017.0,42.621239,-75.550255
321,Chenango,Sherburne,13332.0,NY,36017.0,42.739498,-75.546318
322,Chenango,Plymouth,13832.0,NY,36017.0,42.617015,-75.602407
323,Chenango,Earlville,13332.0,NY,36017.0,42.738808,-75.545258
324,Chenango,South Plymouth,13844.0,NY,36017.0,42.585283,-75.568606
325,Chenango,Pitcher,13136.0,NY,36017.0,42.61513,-75.79802
326,Chenango,South Otselic,13155.0,NY,36017.0,42.652227,-75.782573
327,Chenango,Nineveh,13730.0,NY,36017.0,42.201138,-75.587776
328,Chenango,Guilford,13809.0,NY,36017.0,42.344582,-75.403452
329,Chenango,Cincinnatus,13040.0,NY,36017.0,42.512312,-75.845876
330,Chenango,Guilford,13815.0,NY,36017.0,,
331,Chenango,Willet,13841.0,NY,36017.0,42.422021,-75.864417
332,Chenango,Plymouth,13844.0,NY,36017.0,42.612235,-75.714973
333,Chenango,Smithville,13841.0,NY,36017.0,42.398769,-75.857115
334,Chenango,Columbus,13411.0,NY,36017.0,42.73702,-75.354555
335,Chenango,East Pharsalia,13758.0,NY,36017.0,,
336,Chenango,Pharsalia,13815.0,NY,36017.0,42.564583,-75.695045
337,Chenango,Guilford,13733.0,NY,36017.0,42.342818,-75.430156
338,Chenango,Coventry,13778.0,NY,36017.0,42.294359,-75.686212
339,Chenango,Plymouth,13815.0,NY,36017.0,42.595785,-75.650906
340,Chenango,Otselic,13155.0,NY,36017.0,42.65841,-75.744962
341,Chenango,Cincinnatus,13801.0,NY,36017.0,42.457716,-75.856026
342,Chenango,Oxford,13733.0,NY,36017.0,42.33584,-75.528485
343,Chenango,Pitcher,13801.0,NY,36017.0,42.549706,-75.843005
344,Chenango,Franklin,13411.0,NY,36017.0,42.709773,-75.366808
345,Chenango,Otselic,13464.0,NY,36017.0,,
346,Clinton,Saranac,12981.0,NY,36019.0,44.661091,-73.737579
347,Clinton,Cadyville,12918.0,NY,36019.0,44.685459,-73.674691
348,Clinton,Plattsburgh,12901.0,NY,36019.0,44.609317,-73.437776
349,Clinton,West Chazy,12992.0,NY,36019.0,44.830883,-73.510043
350,Clinton,Chazy,12921.0,NY,36019.0,44.843209,-73.400985
351,Clinton,Morrisonville,12962.0,NY,36019.0,44.660874,-73.577146
352,Clinton,Peru,12972.0,NY,36019.0,44.601959,-73.591801
353,Clinton,Rouses Point,12979.0,NY,36019.0,44.982077,-73.377824
354,Clinton,Keeseville,12944.0,NY,36019.0,44.505701,-73.496841
355,Clinton,Lyon Mountain,12955.0,NY,36019.0,44.779831,-73.959453
356,Clinton,Dannemora,12929.0,NY,36019.0,,
357,Clinton,Mooers Forks,12959.0,NY,36019.0,44.96356,-73.677657
358,Clinton,Ellenburg Depot,12935.0,NY,36019.0,44.901293,-73.812537
359,Clinton,Mooers,12958.0,NY,36019.0,44.972844,-73.617824
360,Clinton,Champlain,12919.0,NY,36019.0,44.981626,-73.448459
361,Clinton,Churubusco,12923.0,NY,36019.0,44.90576,-73.967439
362,Clinton,Altona,12910.0,NY,36019.0,44.778593,-73.628731
363,Clinton,Schuyler Falls,12985.0,NY,36019.0,44.630618,-73.559943
364,Clinton,Ellenburg Center,12934.0,NY,36019.0,44.887181,-73.848029
365,Clinton,Plattsburgh,12903.0,NY,36019.0,44.67232,-73.44859
366,Clinton,Au Sable Forks,12912.0,NY,36019.0,44.460074,-73.663462
367,Clinton,Merrill,12955.0,NY,36019.0,44.771778,-73.964032
368,Clinton,Redford,12978.0,NY,36019.0,44.609213,-73.798186
369,Clinton,Black Brook,12912.0,NY,36019.0,44.438333,-73.890542
370,Clinton,Ellenburg,12933.0,NY,36019.0,,
371,Clinton,Beekmantown,12992.0,NY,36019.0,,
372,Clinton,Ellenburg Depot,12910.0,NY,36019.0,,
373,Clinton,Au Sable Forks,12997.0,NY,36019.0,,
374,Columbia,Ghent,12075.0,NY,36021.0,42.262778,-73.605137
375,Columbia,Germantown,12526.0,NY,36021.0,42.128954,-73.85093
376,Columbia,Hudson,12534.0,NY,36021.0,42.318539,-73.755363
377,Columbia,Canaan,12029.0,NY,36021.0,42.402953,-73.419061
378,Columbia,Valatie,12184.0,NY,36021.0,42.443754,-73.670714
379,Columbia,Chatham,12037.0,NY,36021.0,42.356676,-73.607885
380,Columbia,Old Chatham,12136.0,NY,36021.0,42.439121,-73.545923
381,Columbia,Craryville,12521.0,NY,36021.0,42.148106,-73.591321
382,Columbia,Chatham,12184.0,NY,36021.0,42.440556,-73.649139
